Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.15776	97	0	1	LastDelay	0.05776	57760	1	2
0.15776	97	0	1	FullDelay	0.05776	57760	1	2
0.166336	88	0	1	LastDelay	0.066336	66336	1	2
0.166336	88	0	1	FullDelay	0.066336	66336	1	2
0.2444	58	0	1	LastDelay	0.1444	144400	1	5
0.2444	58	0	1	FullDelay	0.1444	144400	1	5
0.267648	97	0	2	LastDelay	0.067648	67648	1	2
0.267648	97	0	2	FullDelay	0.067648	67648	1	2
0.276224	88	0	2	LastDelay	0.076224	76224	1	2
0.276224	88	0	2	FullDelay	0.076224	76224	1	2
0.33104	82	0	1	LastDelay	0.23104	231040	1	8
0.33104	82	0	1	FullDelay	0.23104	231040	1	8
0.339616	91	0	1	LastDelay	0.239616	239616	1	8
0.339616	91	0	1	FullDelay	0.239616	239616	1	8
0.349104	58	0	2	LastDelay	0.149104	149104	1	5
0.349104	58	0	2	FullDelay	0.149104	149104	1	5
0.367648	97	0	0	LastDelay	0.067648	67648	1	2
0.367648	97	0	0	FullDelay	0.367648	367648	2	2
0.376224	88	0	0	LastDelay	0.076224	76224	1	2
0.376224	88	0	0	FullDelay	0.376224	376224	2	2
0.41768	52	0	1	LastDelay	0.31768	317680	1	11
0.41768	52	0	1	FullDelay	0.31768	317680	1	11
0.426256	16	0	1	LastDelay	0.326256	326256	1	11
0.426256	16	0	1	FullDelay	0.326256	326256	1	11
0.43104	82	0	2	LastDelay	0.23104	231040	1	8
0.43104	82	0	2	FullDelay	0.23104	231040	1	8
0.439616	91	0	2	LastDelay	0.239616	239616	1	8
0.439616	91	0	2	FullDelay	0.239616	239616	1	8
0.449104	58	0	3	LastDelay	0.149104	149104	1	5
0.449104	58	0	3	FullDelay	0.149104	149104	1	5
0.467648	97	0	3	LastDelay	0.067648	67648	1	2
0.467648	97	0	3	FullDelay	0.067648	67648	1	2
0.476224	88	0	3	LastDelay	0.076224	76224	1	2
0.476224	88	0	3	FullDelay	0.076224	76224	1	2
0.489136	5	0	1	LastDelay	0.389136	389136	1	13
0.489136	5	0	1	FullDelay	0.389136	389136	1	13
0.51768	52	0	2	LastDelay	0.31768	317680	1	11
0.51768	52	0	2	FullDelay	0.31768	317680	1	11
0.526256	16	0	2	LastDelay	0.326256	326256	1	11
0.526256	16	0	2	FullDelay	0.326256	326256	1	11
0.53104	82	0	3	LastDelay	0.23104	231040	1	8
0.53104	82	0	3	FullDelay	0.23104	231040	1	8
0.539616	91	0	3	LastDelay	0.239616	239616	1	8
0.539616	91	0	3	FullDelay	0.239616	239616	1	8
0.549104	58	0	4	LastDelay	0.149104	149104	1	5
0.549104	58	0	4	FullDelay	0.149104	149104	1	5
0.56208	11	0	1	LastDelay	0.46208	462080	1	16
0.56208	11	0	1	FullDelay	0.46208	462080	1	16
0.567648	97	0	4	LastDelay	0.067648	67648	1	2
0.567648	97	0	4	FullDelay	0.067648	67648	1	2
0.576224	88	0	4	LastDelay	0.076224	76224	1	2
0.576224	88	0	4	FullDelay	0.076224	76224	1	2
0.589136	5	0	2	LastDelay	0.389136	389136	1	13
0.589136	5	0	2	FullDelay	0.389136	389136	1	13
0.61768	52	0	3	LastDelay	0.31768	317680	1	11
0.61768	52	0	3	FullDelay	0.31768	317680	1	11
0.626256	16	0	3	LastDelay	0.326256	326256	1	11
0.626256	16	0	3	FullDelay	0.326256	326256	1	11
0.63104	82	0	4	LastDelay	0.23104	231040	1	8
0.63104	82	0	4	FullDelay	0.23104	231040	1	8
0.633952	0	0	1	LastDelay	0.533952	533952	1	18
0.633952	0	0	1	FullDelay	0.533952	533952	1	18
0.639616	91	0	4	LastDelay	0.239616	239616	1	8
0.639616	91	0	4	FullDelay	0.239616	239616	1	8
0.649104	58	0	0	LastDelay	0.149104	149104	1	5
0.649104	58	0	0	FullDelay	0.649104	649104	2	5
0.66208	11	0	2	LastDelay	0.46208	462080	1	16
0.66208	11	0	2	FullDelay	0.46208	462080	1	16
0.667648	97	0	5	LastDelay	0.067648	67648	1	2
0.667648	97	0	5	FullDelay	0.067648	67648	1	2
0.676224	88	0	5	LastDelay	0.076224	76224	1	2
0.676224	88	0	5	FullDelay	0.076224	76224	1	2
0.689136	5	0	3	LastDelay	0.389136	389136	1	13
0.689136	5	0	3	FullDelay	0.389136	389136	1	13
0.71768	52	0	4	LastDelay	0.31768	317680	1	11
0.71768	52	0	4	FullDelay	0.31768	317680	1	11
0.726256	16	0	4	LastDelay	0.326256	326256	1	11
0.726256	16	0	4	FullDelay	0.326256	326256	1	11
0.73104	82	0	5	LastDelay	0.23104	231040	1	8
0.73104	82	0	5	FullDelay	0.23104	231040	1	8
0.733952	0	0	2	LastDelay	0.533952	533952	1	18
0.733952	0	0	2	FullDelay	0.533952	533952	1	18
0.739616	91	0	5	LastDelay	0.239616	239616	1	8
0.739616	91	0	5	FullDelay	0.239616	239616	1	8
0.749104	58	0	5	LastDelay	0.149104	149104	1	5
